Stock,MAE,RMSE
CIT,26.91302528782524,34.5020054312583
DDBL,12.341559787595447,17.181348903284142
GBBL,5.958989684069215,8.222288398582405
ICFC,19.58363138742578,22.99760817622297
KKHC,7.008975242022509,10.418504755713895
NABIL,6.091513202373799,8.934432242554042
NLIC,15.682118283185371,21.9047785958446
PRIN,14.8354583433086,18.797661898043568
SHL,10.811120564337717,14.477446257875338
STC,77.97315980113632,103.88495011212298
UNL,831.7646147896044,988.7684779239786
