Stock,MAE,RMSE
CIT,69.15892098741458,81.58706391167469
DDBL,46.40942633303531,57.94442799920373
GBBL,15.286073012913253,21.815046263920063
ICFC,27.16872512324113,32.39818660137738
KKHC,18.43840280520766,23.896896205451213
NABIL,16.463345300786163,22.787171536277793
NLIC,74.76317382405604,81.26921566754638
PRIN,124.78816593939962,135.28095461328314
SHL,47.45512726338716,54.637631949862886
STC,205.548074183473,256.8276432201593
UNL,600.574353414169,795.8029143723637
