Stock,MAE,RMSE
CIT,16.635909754595595,23.56788001916244
DDBL,11.60152617175481,15.91165064220026
GBBL,8.358016408051116,10.863730619722869
ICFC,13.066401245669528,17.451692018786066
KKHC,6.962657512508026,11.311089174794224
NABIL,7.385694121624011,9.597824425155498
NLIC,17.52067014464134,23.683012178940693
PRIN,14.576225865113289,18.546141972425428
SHL,20.810524082700642,24.25130239559417
STC,77.40214888139188,99.35451365682167
UNL,490.7613544245046,673.2835605164449
